click_id,client_id,click_datetime,source,campaign,geo,device,placement,click_cost,ip,user_agent
700,c_152,2025-09-13 16:02:25,google_ads,brand_search,MX,mobile,homepage,1.5,240.229.63.84,Chrome
1026,c_416,2025-09-13 16:36:39,facebook_ads,cashback_promo,VN,mobile,blog,0.53,83.111.108.111,Chrome
127,c_444,2025-09-13 16:41:52,google_ads,loan_cmp2,MX,mobile,comparison,0.07,18.222.64.82,Firefox
381,c_191,2025-09-13 17:24:31,email_aff,display_ret,VN,mobile,comparison,0.58,175.17.17.246,Safari
819,c_446,2025-09-13 17:26:21,tiktok_ads,display_ret,MX,desktop,blog,0.53,197.131.37.37,Android WebView
743,c_161,2025-09-13 17:30:27,network_x,loan_cmp2,MX,desktop,homepage,1.02,74.41.223.77,Firefox
233,c_332,2025-09-13 17:48:09,network_x,loan_cmp1,VN,mobile,homepage,1.43,250.197.8.153,Firefox
1174,c_112,2025-09-13 18:15:00,facebook_ads,lookalike,CO,mobile,native_widget,0.24,232.199.238.231,Safari
1155,c_198,2025-09-13 19:36:25,facebook_ads,loan_cmp1,VN,mobile,popup,0.63,32.136.118.40,Firefox
793,c_221,2025-09-13 20:14:54,email_aff,lookalike,MX,mobile,blog,1.27,61.182.8.29,Chrome
245,c_401,2025-09-13 21:14:09,facebook_ads,loan_cmp2,CO,desktop,homepage,0.29,53.123.87.179,Firefox
990,c_411,2025-09-13 21:34:41,tiktok_ads,display_ret,MX,desktop,native_widget,0.21,61.174.69.114,Firefox
1115,c_273,2025-09-13 21:47:17,facebook_ads,display_ret,VN,tablet,blog,0.44,111.160.10.91,Chrome
411,c_146,2025-09-13 22:01:07,google_ads,display_ret,KZ,mobile,popup,1.1,127.80.189.100,Chrome
567,c_482,2025-09-13 23:26:01,tiktok_ads,display_ret,MX,mobile,comparison,0.05,226.103.41.234,Safari
79,c_254,2025-09-14 00:40:43,network_x,loan_cmp2,MX,mobile,blog,1.37,104.190.210.217,Chrome
602,c_289,2025-09-14 01:18:20,network_x,brand_search,CO,desktop,blog,0.62,19.181.103.184,Android WebView
223,c_424,2025-09-14 03:07:20,facebook_ads,brand_search,MX,mobile,homepage,0.48,222.41.196.251,Edge
838,c_205,2025-09-14 03:07:24,google_ads,lookalike,MX,desktop,popup,0.7,128.219.212.239,Firefox
884,c_141,2025-09-14 03:16:45,facebook_ads,cashback_promo,VN,mobile,comparison,1.05,140.41.230.26,Safari
161,c_302,2025-09-14 03:25:23,google_ads,display_ret,MX,tablet,native_widget,0.17,97.164.131.73,Chrome
839,c_245,2025-09-14 03:44:13,google_ads,cashback_promo,CO,desktop,homepage,1.3,142.193.80.82,Chrome
344,c_268,2025-09-14 03:53:46,tiktok_ads,loan_cmp2,VN,mobile,homepage,1.43,189.146.155.55,Safari
806,c_245,2025-09-14 04:37:41,email_aff,display_ret,MX,tablet,homepage,0.53,66.167.73.252,Firefox
691,c_245,2025-09-14 04:47:56,facebook_ads,loan_cmp2,MX,mobile,homepage,0.06,143.96.33.145,Android WebView
979,c_71,2025-09-14 05:26:25,network_x,display_ret,MX,mobile,native_widget,0.86,109.119.198.229,Android WebView
288,c_116,2025-09-14 05:49:14,google_ads,brand_search,MX,mobile,popup,0.15,15.227.165.129,Firefox
462,c_26,2025-09-14 06:31:14,google_ads,loan_cmp2,MX,mobile,native_widget,1.43,21.54.184.103,Firefox
1025,c_456,2025-09-14 06:48:16,google_ads,brand_search,MX,mobile,homepage,1.19,188.103.90.90,Chrome
249,c_246,2025-09-14 08:14:49,email_aff,cashback_promo,MX,mobile,homepage,1.42,17.115.147.154,Edge
1142,c_385,2025-09-14 08:19:05,botnet_01,cashback_promo,CO,desktop,blog,0.54,10.10.10.10,Android WebView
959,c_29,2025-09-14 08:26:23,tiktok_ads,loan_cmp1,CO,mobile,popup,0.38,117.24.218.175,Safari
607,c_101,2025-09-14 08:40:25,google_ads,display_ret,CO,mobile,homepage,1.32,46.122.31.216,Firefox
422,c_396,2025-09-14 09:16:07,email_aff,loan_cmp2,MX,tablet,native_widget,1.39,13.89.125.118,Chrome
313,c_443,2025-09-14 09:17:38,facebook_ads,loan_cmp2,MX,mobile,comparison,1.17,209.73.253.134,Firefox
54,c_53,2025-09-14 09:40:16,network_x,display_ret,MX,desktop,homepage,1.43,205.4.190.193,Chrome
24,c_4,2025-09-14 10:03:32,google_ads,brand_search,MX,tablet,native_widget,1.33,124.233.37.24,Android WebView
154,c_470,2025-09-14 10:06:18,google_ads,loan_cmp2,CO,desktop,popup,1.4,156.35.136.144,Safari
424,c_367,2025-09-14 10:06:26,facebook_ads,brand_search,MX,desktop,popup,1.0,17.195.208.238,Edge
612,c_123,2025-09-14 10:50:29,email_aff,lookalike,VN,desktop,blog,0.64,137.227.139.191,Edge
382,c_141,2025-09-14 11:43:42,google_ads,brand_search,MX,tablet,comparison,0.25,143.54.253.27,Android WebView
1062,c_216,2025-09-14 11:44:47,google_ads,loan_cmp2,MX,desktop,comparison,1.33,245.56.12.224,Edge
861,c_264,2025-09-14 12:21:38,botnet_01,lookalike,VN,desktop,blog,1.42,10.10.10.10,Android WebView
748,c_131,2025-09-14 13:54:04,facebook_ads,display_ret,CO,mobile,blog,0.94,225.242.152.201,Android WebView
548,c_396,2025-09-14 13:59:01,google_ads,brand_search,CO,desktop,comparison,1.22,214.84.89.79,Edge
41,c_100,2025-09-14 14:25:34,google_ads,brand_search,VN,desktop,popup,1.43,83.250.111.144,Android WebView
798,c_364,2025-09-14 15:36:34,tiktok_ads,display_ret,VN,mobile,native_widget,0.44,111.230.10.155,Edge
875,c_425,2025-09-14 16:14:05,google_ads,cashback_promo,CO,mobile,comparison,0.95,33.44.20.245,Edge
343,c_74,2025-09-14 20:06:14,google_ads,brand_search,MX,mobile,comparison,0.95,191.59.133.51,Android WebView
169,c_291,2025-09-14 20:30:00,email_aff,display_ret,VN,mobile,popup,0.52,163.66.91.130,Firefox
938,c_340,2025-09-14 21:07:34,google_ads,loan_cmp2,MX,mobile,blog,1.46,13.47.44.105,Safari
21,c_254,2025-09-14 21:31:45,google_ads,loan_cmp2,KZ,tablet,blog,1.05,208.189.169.228,Chrome
731,c_361,2025-09-14 21:47:47,tiktok_ads,loan_cmp1,VN,tablet,native_widget,0.29,213.154.121.228,Firefox
366,c_227,2025-09-14 21:54:00,email_aff,brand_search,MX,mobile,native_widget,0.93,72.155.190.12,Chrome
654,c_118,2025-09-14 23:03:19,facebook_ads,brand_search,VN,mobile,homepage,1.33,149.46.144.238,Edge
186,c_473,2025-09-14 23:21:20,google_ads,cashback_promo,MX,desktop,comparison,0.99,227.122.32.222,Chrome
909,c_42,2025-09-15 00:04:20,network_x,cashback_promo,MX,desktop,blog,0.51,124.37.162.201,Safari
1147,c_103,2025-09-15 01:08:52,google_ads,brand_search,VN,mobile,homepage,1.3,117.84.72.96,Android WebView
251,c_242,2025-09-15 01:42:22,email_aff,loan_cmp1,KZ,mobile,comparison,0.91,135.109.163.48,Chrome
316,c_214,2025-09-15 02:01:36,tiktok_ads,loan_cmp1,CO,desktop,popup,1.16,206.166.242.121,Chrome
189,c_184,2025-09-15 02:38:16,tiktok_ads,loan_cmp2,CO,mobile,popup,1.15,111.136.106.186,Chrome
638,c_349,2025-09-15 02:49:10,network_x,display_ret,MX,desktop,homepage,0.67,140.96.89.103,Safari
398,c_469,2025-09-15 04:26:12,google_ads,display_ret,MX,mobile,native_widget,0.17,144.14.202.71,Android WebView
208,c_20,2025-09-15 05:02:13,tiktok_ads,cashback_promo,VN,mobile,native_widget,0.28,14.155.125.233,Safari
1044,c_208,2025-09-15 05:27:02,google_ads,brand_search,CO,desktop,homepage,0.53,69.184.9.236,Edge
405,c_367,2025-09-15 06:01:24,network_x,brand_search,VN,tablet,homepage,1.16,130.106.24.4,Edge
1093,c_8,2025-09-15 06:33:54,network_x,cashback_promo,CO,mobile,comparison,1.34,251.211.57.92,Chrome
549,c_369,2025-09-15 07:25:56,network_x,loan_cmp1,VN,desktop,blog,0.1,166.118.117.37,Firefox
1121,c_96,2025-09-15 08:35:32,google_ads,display_ret,MX,mobile,blog,0.74,117.43.82.151,Android WebView
1128,c_415,2025-09-15 08:45:09,botnet_01,loan_cmp2,MX,desktop,popup,1.14,10.10.10.10,Android WebView
159,c_483,2025-09-15 09:22:35,network_x,brand_search,MX,desktop,native_widget,0.35,11.138.201.78,Android WebView
554,c_411,2025-09-15 10:20:01,google_ads,loan_cmp2,KZ,desktop,comparison,1.33,191.99.35.159,Edge
466,c_380,2025-09-15 10:23:45,email_aff,display_ret,CO,mobile,comparison,0.97,8.79.131.190,Android WebView
1088,c_331,2025-09-15 10:36:58,facebook_ads,lookalike,VN,desktop,blog,0.56,190.156.224.153,Edge
841,c_182,2025-09-15 11:02:39,network_x,lookalike,KZ,desktop,comparison,1.45,55.225.44.18,Edge
113,c_476,2025-09-15 11:48:40,tiktok_ads,lookalike,KZ,mobile,homepage,0.85,187.226.216.124,Firefox
869,c_460,2025-09-15 12:30:28,tiktok_ads,cashback_promo,VN,mobile,homepage,0.34,209.78.28.219,Safari
868,c_71,2025-09-15 13:52:34,tiktok_ads,display_ret,MX,desktop,native_widget,0.66,254.15.130.61,Firefox
741,c_282,2025-09-15 14:08:54,facebook_ads,lookalike,CO,mobile,native_widget,0.93,193.244.61.246,Firefox
1176,c_416,2025-09-15 14:10:42,facebook_ads,brand_search,KZ,desktop,popup,1.46,121.63.136.223,Android WebView
362,c_433,2025-09-15 14:12:28,tiktok_ads,loan_cmp1,MX,desktop,homepage,0.19,58.72.242.219,Android WebView
153,c_427,2025-09-15 15:34:48,google_ads,lookalike,MX,mobile,popup,1.0,51.15.68.21,Android WebView
137,c_186,2025-09-15 15:50:56,network_x,cashback_promo,MX,mobile,native_widget,0.24,8.100.240.222,Safari
311,c_212,2025-09-15 16:42:08,google_ads,brand_search,VN,desktop,popup,0.36,69.43.176.34,Firefox
274,c_104,2025-09-15 17:00:15,network_x,loan_cmp1,CO,mobile,comparison,0.16,233.17.59.90,Edge
141,c_460,2025-09-15 19:54:12,email_aff,loan_cmp2,MX,desktop,native_widget,0.82,49.241.120.44,Edge
565,c_65,2025-09-15 20:24:34,google_ads,lookalike,KZ,desktop,homepage,1.08,75.216.214.192,Edge
152,c_153,2025-09-15 20:29:30,facebook_ads,display_ret,CO,desktop,popup,1.16,70.46.242.108,Firefox
600,c_137,2025-09-15 20:42:11,google_ads,display_ret,CO,desktop,blog,0.19,69.214.208.169,Safari
51,c_397,2025-09-15 21:01:12,network_x,loan_cmp1,KZ,mobile,native_widget,0.66,56.30.242.251,Android WebView
276,c_321,2025-09-15 22:19:20,facebook_ads,cashback_promo,MX,mobile,homepage,1.05,26.241.114.5,Edge
108,c_324,2025-09-15 22:24:48,email_aff,loan_cmp1,MX,desktop,homepage,0.62,196.140.187.250,Android WebView
123,c_27,2025-09-15 22:44:31,network_x,loan_cmp2,MX,mobile,native_widget,1.29,84.6.147.185,Android WebView
1171,c_145,2025-09-15 22:47:05,email_aff,lookalike,MX,mobile,popup,1.03,125.196.145.209,Edge
1076,c_169,2025-09-15 23:28:02,network_x,brand_search,MX,tablet,native_widget,1.44,242.174.16.142,Chrome
277,c_308,2025-09-15 23:31:43,google_ads,loan_cmp2,CO,desktop,blog,0.78,21.46.197.134,Safari
323,c_118,2025-09-15 23:41:20,google_ads,cashback_promo,CO,tablet,homepage,0.67,19.195.74.168,Safari
992,c_280,2025-09-15 23:45:50,tiktok_ads,cashback_promo,CO,tablet,comparison,0.1,174.103.121.163,Chrome
893,c_419,2025-09-16 00:39:26,facebook_ads,lookalike,CO,mobile,popup,0.8,85.109.17.168,Android WebView
417,c_383,2025-09-16 00:49:54,facebook_ads,brand_search,CO,mobile,native_widget,0.58,188.163.197.219,Edge
1080,c_499,2025-09-16 01:33:50,google_ads,loan_cmp2,VN,mobile,blog,0.9,76.226.10.69,Android WebView
341,c_500,2025-09-16 01:50:44,network_x,loan_cmp1,VN,mobile,popup,0.39,166.159.206.152,Safari
627,c_252,2025-09-16 02:29:58,email_aff,loan_cmp2,VN,desktop,comparison,0.75,49.46.38.136,Android WebView
438,c_425,2025-09-16 02:43:57,network_x,brand_search,CO,desktop,comparison,0.71,113.217.50.12,Chrome
385,c_419,2025-09-16 02:51:23,google_ads,lookalike,MX,mobile,blog,1.23,61.125.145.71,Firefox
762,c_30,2025-09-16 02:55:32,facebook_ads,brand_search,MX,mobile,blog,0.55,77.32.237.47,Firefox
608,c_479,2025-09-16 03:42:15,facebook_ads,brand_search,CO,desktop,blog,1.42,246.91.25.187,Edge
550,c_479,2025-09-16 04:46:45,facebook_ads,display_ret,CO,tablet,homepage,0.9,98.156.2.94,Android WebView
901,c_413,2025-09-16 04:54:35,facebook_ads,loan_cmp2,CO,mobile,blog,1.16,97.121.141.87,Android WebView
922,c_326,2025-09-16 05:24:25,network_x,cashback_promo,KZ,mobile,homepage,1.27,157.206.4.44,Safari
487,c_215,2025-09-16 05:26:12,facebook_ads,display_ret,MX,desktop,native_widget,0.61,173.88.168.110,Chrome
445,c_127,2025-09-16 05:48:43,facebook_ads,loan_cmp2,CO,mobile,popup,1.49,72.236.183.247,Android WebView
656,c_377,2025-09-16 05:53:02,tiktok_ads,lookalike,MX,mobile,comparison,0.22,156.172.221.171,Chrome
1031,c_157,2025-09-16 06:36:05,google_ads,lookalike,VN,mobile,blog,1.3,21.15.163.112,Android WebView
931,c_60,2025-09-16 06:41:42,tiktok_ads,display_ret,VN,mobile,popup,0.33,111.104.77.204,Safari
803,c_185,2025-09-16 07:54:11,facebook_ads,brand_search,VN,mobile,homepage,1.01,97.119.95.70,Safari
386,c_50,2025-09-16 08:05:34,google_ads,cashback_promo,CO,mobile,native_widget,0.62,68.40.187.208,Edge
668,c_150,2025-09-16 08:08:29,google_ads,display_ret,VN,mobile,comparison,0.4,208.197.16.129,Firefox
266,c_455,2025-09-16 08:08:40,email_aff,display_ret,CO,mobile,blog,1.0,203.54.184.214,Chrome
898,c_396,2025-09-16 13:42:03,google_ads,loan_cmp2,MX,tablet,blog,1.01,54.26.213.94,Edge
1123,c_89,2025-09-16 13:58:01,botnet_01,cashback_promo,VN,desktop,native_widget,0.26,10.10.10.10,Android WebView
388,c_450,2025-09-16 14:46:58,network_x,cashback_promo,KZ,mobile,homepage,0.18,230.146.114.197,Android WebView
702,c_389,2025-09-16 16:00:32,facebook_ads,lookalike,CO,mobile,blog,0.71,238.1.90.186,Chrome
1193,c_235,2025-09-16 16:10:28,google_ads,lookalike,KZ,tablet,blog,1.46,203.134.3.14,Edge
876,c_7,2025-09-16 17:25:51,tiktok_ads,lookalike,MX,mobile,blog,0.53,198.216.225.53,Firefox
1046,c_38,2025-09-16 17:28:27,email_aff,loan_cmp2,VN,desktop,native_widget,0.54,233.243.146.185,Android WebView
429,c_187,2025-09-16 17:55:50,facebook_ads,loan_cmp1,MX,tablet,blog,0.78,30.158.22.203,Safari
599,c_472,2025-09-16 18:17:47,email_aff,brand_search,MX,mobile,popup,0.48,234.39.89.174,Edge
771,c_317,2025-09-16 18:21:02,email_aff,brand_search,VN,mobile,popup,0.17,13.119.43.188,Android WebView
1059,c_381,2025-09-16 18:24:12,tiktok_ads,display_ret,VN,mobile,blog,0.66,71.176.202.248,Chrome
674,c_36,2025-09-16 18:25:54,google_ads,cashback_promo,VN,desktop,popup,0.47,170.101.29.127,Safari
561,c_342,2025-09-16 19:31:49,network_x,brand_search,VN,desktop,popup,0.34,117.225.249.73,Chrome
357,c_428,2025-09-16 19:44:54,email_aff,cashback_promo,MX,mobile,blog,1.06,187.89.224.62,Android WebView
983,c_396,2025-09-16 21:01:45,google_ads,display_ret,VN,mobile,popup,0.88,26.28.105.77,Android WebView
147,c_302,2025-09-16 21:55:16,network_x,brand_search,MX,mobile,native_widget,0.89,190.220.194.242,Chrome
1000,c_252,2025-09-16 22:15:40,google_ads,display_ret,MX,desktop,native_widget,1.13,227.47.247.147,Android WebView
951,c_271,2025-09-16 22:36:37,facebook_ads,lookalike,MX,desktop,popup,0.54,146.175.209.30,Safari
742,c_174,2025-09-16 23:59:08,tiktok_ads,loan_cmp2,CO,desktop,popup,1.31,140.55.51.102,Chrome
319,c_36,2025-09-17 00:02:16,tiktok_ads,brand_search,CO,tablet,homepage,0.16,109.35.39.150,Chrome
473,c_87,2025-09-17 00:03:48,email_aff,brand_search,MX,mobile,native_widget,1.05,189.170.209.79,Safari
526,c_405,2025-09-17 00:19:28,google_ads,cashback_promo,KZ,mobile,native_widget,1.17,185.62.223.52,Android WebView
777,c_380,2025-09-17 01:20:33,tiktok_ads,loan_cmp1,MX,mobile,blog,0.65,106.54.245.227,Edge
1139,c_220,2025-09-17 01:35:02,botnet_01,cashback_promo,VN,desktop,native_widget,1.19,10.10.10.10,Android WebView
936,c_16,2025-09-17 01:46:52,google_ads,loan_cmp2,CO,tablet,blog,1.43,213.60.59.213,Edge
150,c_76,2025-09-17 02:28:47,tiktok_ads,loan_cmp1,MX,mobile,homepage,0.59,172.102.218.11,Firefox
828,c_398,2025-09-17 03:56:33,google_ads,display_ret,VN,mobile,comparison,0.93,218.107.48.172,Android WebView
1158,c_425,2025-09-17 04:12:34,google_ads,cashback_promo,MX,mobile,popup,0.16,14.177.205.233,Firefox
325,c_413,2025-09-17 04:23:30,facebook_ads,display_ret,CO,desktop,blog,0.35,49.103.53.193,Chrome
914,c_351,2025-09-17 05:15:32,network_x,cashback_promo,CO,mobile,comparison,0.28,67.126.86.19,Firefox
301,c_481,2025-09-17 05:25:52,tiktok_ads,loan_cmp2,MX,desktop,popup,0.67,156.78.69.118,Firefox
58,c_51,2025-09-17 05:32:43,email_aff,loan_cmp1,MX,tablet,blog,0.15,69.34.6.53,Safari
1136,c_374,2025-09-17 06:35:03,email_aff,lookalike,MX,desktop,comparison,1.07,199.89.248.67,Android WebView
146,c_193,2025-09-17 06:41:29,network_x,display_ret,MX,desktop,blog,1.31,232.113.76.219,Chrome
1024,c_307,2025-09-17 06:44:36,google_ads,loan_cmp1,MX,tablet,homepage,0.33,53.184.40.107,Safari
413,c_400,2025-09-17 07:00:56,network_x,loan_cmp2,MX,desktop,popup,0.72,44.98.5.109,Firefox
304,c_325,2025-09-17 07:50:30,botnet_01,brand_search,VN,mobile,homepage,0.43,10.10.10.10,Android WebView
237,c_117,2025-09-17 07:57:49,network_x,loan_cmp2,VN,tablet,blog,0.82,235.65.55.45,Safari
953,c_278,2025-09-17 08:12:21,email_aff,loan_cmp1,CO,desktop,blog,0.43,110.30.122.149,Safari
630,c_457,2025-09-17 08:35:36,botnet_01,lookalike,CO,mobile,homepage,1.09,10.10.10.10,Android WebView
261,c_248,2025-09-17 08:51:37,tiktok_ads,lookalike,MX,mobile,homepage,1.09,214.38.209.87,Safari
587,c_166,2025-09-17 09:35:50,google_ads,display_ret,CO,mobile,blog,0.37,186.70.206.150,Safari
944,c_107,2025-09-17 09:43:00,botnet_01,loan_cmp1,CO,desktop,popup,1.43,10.10.10.10,Android WebView
100,c_478,2025-09-17 09:56:12,google_ads,cashback_promo,MX,desktop,comparison,1.2,57.55.241.47,Edge
1061,c_423,2025-09-17 10:11:59,botnet_01,loan_cmp2,CO,tablet,homepage,0.48,10.10.10.10,Android WebView
1003,c_288,2025-09-17 12:22:08,facebook_ads,brand_search,KZ,tablet,blog,0.4,81.210.116.23,Safari
935,c_309,2025-09-17 14:30:01,tiktok_ads,cashback_promo,MX,mobile,homepage,0.49,48.221.13.3,Safari
1051,c_48,2025-09-17 14:31:15,facebook_ads,brand_search,MX,mobile,blog,0.82,170.44.209.117,Firefox
508,c_110,2025-09-17 14:33:29,facebook_ads,loan_cmp1,VN,desktop,popup,0.87,161.175.13.40,Chrome
1159,c_257,2025-09-17 15:42:58,botnet_01,display_ret,CO,desktop,comparison,0.82,10.10.10.10,Android WebView
53,c_461,2025-09-17 16:41:40,google_ads,brand_search,CO,desktop,popup,1.5,102.3.181.23,Android WebView
39,c_357,2025-09-17 18:11:50,email_aff,lookalike,KZ,mobile,blog,0.89,151.190.224.37,Edge
383,c_241,2025-09-17 18:19:02,facebook_ads,lookalike,MX,mobile,blog,0.82,26.47.5.218,Edge
22,c_68,2025-09-17 19:31:11,google_ads,loan_cmp1,MX,desktop,comparison,0.87,204.187.115.214,Android WebView
177,c_213,2025-09-17 19:32:11,google_ads,loan_cmp1,KZ,mobile,comparison,0.99,149.52.183.117,Safari
520,c_368,2025-09-17 19:45:01,botnet_01,lookalike,CO,mobile,blog,1.01,10.10.10.10,Android WebView
363,c_279,2025-09-17 19:45:28,facebook_ads,lookalike,MX,tablet,native_widget,1.07,119.2.246.210,Chrome
205,c_161,2025-09-17 20:56:55,google_ads,cashback_promo,CO,desktop,homepage,0.22,98.28.186.43,Chrome
1009,c_294,2025-09-17 21:06:16,tiktok_ads,cashback_promo,CO,desktop,comparison,1.26,52.221.231.210,Edge
704,c_23,2025-09-17 21:08:41,tiktok_ads,loan_cmp1,CO,desktop,homepage,1.12,215.192.160.116,Android WebView
945,c_102,2025-09-17 21:29:55,tiktok_ads,cashback_promo,CO,mobile,blog,0.73,48.226.209.246,Edge
646,c_180,2025-09-17 21:31:15,facebook_ads,brand_search,MX,desktop,homepage,0.69,116.24.55.25,Safari
1107,c_218,2025-09-17 21:37:33,network_x,display_ret,VN,desktop,popup,1.17,165.55.224.49,Safari
489,c_203,2025-09-17 22:03:21,google_ads,display_ret,VN,mobile,native_widget,0.29,101.45.82.17,Chrome
845,c_335,2025-09-17 22:35:01,tiktok_ads,display_ret,CO,mobile,native_widget,1.45,81.85.51.178,Firefox
61,c_22,2025-09-17 22:43:38,google_ads,brand_search,CO,desktop,blog,0.11,249.47.121.214,Firefox
1069,c_85,2025-09-17 23:08:43,email_aff,loan_cmp1,CO,mobile,native_widget,0.96,193.37.121.70,Safari
242,c_392,2025-09-17 23:17:00,facebook_ads,cashback_promo,CO,mobile,popup,1.46,158.120.88.187,Firefox
196,c_228,2025-09-17 23:32:10,google_ads,brand_search,CO,desktop,popup,1.21,47.203.57.252,Android WebView
934,c_4,2025-09-17 23:55:53,tiktok_ads,lookalike,CO,desktop,popup,0.07,94.126.113.149,Edge
1130,c_268,2025-09-18 00:09:54,google_ads,cashback_promo,MX,desktop,blog,1.1,1.216.61.228,Chrome
144,c_217,2025-09-18 02:31:50,tiktok_ads,brand_search,CO,desktop,comparison,1.02,84.151.128.126,Android WebView
314,c_345,2025-09-18 03:34:15,facebook_ads,cashback_promo,MX,mobile,homepage,1.19,2.189.58.107,Firefox
767,c_279,2025-09-18 03:43:55,google_ads,display_ret,MX,mobile,comparison,1.4,40.160.22.112,Android WebView
267,c_100,2025-09-18 06:32:34,email_aff,loan_cmp1,MX,desktop,popup,0.51,236.172.149.28,Chrome
300,c_428,2025-09-18 06:45:35,facebook_ads,loan_cmp2,CO,mobile,comparison,1.47,179.210.244.208,Edge
315,c_188,2025-09-18 06:46:57,network_x,cashback_promo,CO,desktop,popup,0.78,139.186.185.205,Edge
720,c_387,2025-09-18 07:53:59,email_aff,loan_cmp2,CO,mobile,popup,0.46,230.222.91.167,Safari
317,c_102,2025-09-18 08:39:34,google_ads,loan_cmp1,MX,desktop,native_widget,1.09,47.84.83.35,Edge
1146,c_281,2025-09-18 09:04:24,google_ads,display_ret,MX,mobile,popup,0.79,83.196.6.26,Chrome
86,c_318,2025-09-18 09:18:56,google_ads,loan_cmp1,CO,desktop,comparison,1.17,175.242.194.246,Edge
491,c_346,2025-09-18 10:39:27,network_x,brand_search,CO,desktop,homepage,0.76,194.225.42.19,Chrome
1150,c_156,2025-09-18 11:13:50,tiktok_ads,display_ret,VN,mobile,comparison,0.4,142.63.253.36,Firefox
297,c_183,2025-09-18 11:28:48,tiktok_ads,brand_search,MX,desktop,popup,0.09,116.163.232.78,Safari
1008,c_438,2025-09-18 11:41:43,network_x,loan_cmp1,MX,mobile,popup,1.29,196.21.18.39,Android WebView
993,c_42,2025-09-18 12:10:32,tiktok_ads,loan_cmp2,MX,mobile,homepage,0.63,104.39.183.96,Edge
1064,c_227,2025-09-18 12:54:49,email_aff,display_ret,CO,desktop,blog,0.4,14.206.25.228,Edge
234,c_174,2025-09-18 12:58:57,google_ads,loan_cmp1,VN,desktop,popup,0.22,222.161.127.164,Safari
696,c_116,2025-09-18 13:13:18,network_x,brand_search,MX,desktop,popup,1.02,67.10.49.231,Chrome
626,c_382,2025-09-18 13:59:34,tiktok_ads,display_ret,CO,desktop,comparison,1.09,54.84.242.25,Firefox
593,c_195,2025-09-18 14:02:48,email_aff,brand_search,MX,desktop,blog,0.95,149.249.65.149,Firefox
486,c_32,2025-09-18 14:03:37,facebook_ads,lookalike,VN,desktop,comparison,0.31,36.114.199.13,Chrome
1005,c_147,2025-09-18 16:03:17,facebook_ads,lookalike,CO,desktop,homepage,1.38,21.168.220.27,Safari
450,c_75,2025-09-18 16:27:31,tiktok_ads,lookalike,MX,mobile,comparison,0.64,237.35.190.1,Edge
533,c_196,2025-09-18 16:28:25,tiktok_ads,brand_search,MX,desktop,native_widget,1.49,12.210.17.30,Firefox
1002,c_316,2025-09-18 17:42:43,email_aff,loan_cmp2,CO,desktop,homepage,1.15,209.208.40.39,Edge
120,c_12,2025-09-18 18:51:29,google_ads,display_ret,CO,desktop,comparison,1.49,175.29.204.164,Firefox
852,c_255,2025-09-18 19:10:00,facebook_ads,lookalike,KZ,desktop,native_widget,0.14,26.82.83.131,Chrome
442,c_25,2025-09-18 19:23:26,google_ads,display_ret,VN,mobile,native_widget,1.39,239.205.114.111,Chrome
244,c_485,2025-09-18 19:54:35,network_x,loan_cmp1,KZ,desktop,popup,0.84,29.77.59.175,Edge
778,c_35,2025-09-18 20:23:58,google_ads,cashback_promo,CO,desktop,popup,0.35,166.245.191.175,Chrome
814,c_253,2025-09-18 20:25:08,facebook_ads,cashback_promo,MX,mobile,homepage,0.22,218.241.118.208,Android WebView
652,c_139,2025-09-18 20:28:24,facebook_ads,loan_cmp1,CO,desktop,comparison,1.08,219.145.183.110,Android WebView
645,c_145,2025-09-18 21:05:56,google_ads,loan_cmp2,VN,mobile,comparison,0.95,83.47.6.16,Safari
616,c_142,2025-09-18 21:17:11,google_ads,brand_search,MX,desktop,comparison,1.06,24.102.34.168,Firefox
660,c_498,2025-09-18 21:27:04,email_aff,lookalike,VN,mobile,native_widget,0.98,152.201.128.31,Android WebView
846,c_440,2025-09-18 21:55:46,network_x,loan_cmp1,MX,mobile,native_widget,0.71,69.205.179.76,Android WebView
158,c_293,2025-09-18 22:39:31,facebook_ads,lookalike,VN,mobile,homepage,0.27,183.242.69.175,Chrome
815,c_413,2025-09-18 23:05:08,email_aff,lookalike,CO,desktop,homepage,0.6,229.90.110.209,Chrome
1098,c_120,2025-09-18 23:10:20,network_x,brand_search,MX,mobile,homepage,0.83,5.210.240.127,Safari
745,c_444,2025-09-18 23:12:31,network_x,loan_cmp2,CO,desktop,popup,0.16,7.97.197.113,Edge
440,c_43,2025-09-19 00:17:59,tiktok_ads,display_ret,CO,desktop,popup,0.65,111.137.232.224,Edge
776,c_348,2025-09-19 01:39:07,network_x,cashback_promo,VN,desktop,homepage,0.75,217.56.31.101,Firefox
813,c_491,2025-09-19 02:35:08,google_ads,brand_search,VN,desktop,comparison,1.49,56.12.161.120,Chrome
821,c_8,2025-09-19 02:58:06,email_aff,loan_cmp2,MX,mobile,popup,0.92,204.148.101.48,Chrome
399,c_180,2025-09-19 03:32:28,tiktok_ads,loan_cmp1,VN,mobile,popup,0.88,64.165.27.55,Edge
221,c_369,2025-09-19 04:14:42,google_ads,loan_cmp2,KZ,desktop,homepage,1.25,19.201.28.212,Android WebView
905,c_268,2025-09-19 04:14:50,tiktok_ads,lookalike,MX,mobile,popup,1.41,108.47.2.253,Chrome
